,content,label,token
471,基础设施脱胎换骨，旅游服务、景点建设华丽转身。3000多公里的新建高速公路和通乡油路，横贯东西南北；康定、亚丁机场，在千古高原架起国际空中走廊；格萨尔机场将于明年竣工，交通大动脉成为甘孜脱贫腾飞的翅膀。,1,基础设施 脱胎换骨 旅游 服务 景点 建设 华丽 转身 NUM 多公里 的 新建 高速公路 和 通乡 油路 横贯 东西南北 康定 亚丁 机场 在 千古 高原 架起 国际 空中走廊 格萨尔 机场 将 于 明年 竣工 交通 大动脉 成为 甘孜 脱贫 腾飞 的 翅膀
472,藏区一盘棋，处处是风景。从一滴水到一条河，从一株草到一棵树，从一块石头到一座山，从一座建筑到一个人，都是全域旅游的资源。无论甘孜还是阿坝，都营造了全民重旅的氛围，喊响了人人都是旅游的服务者、经营者、管理者、参与者的口号。,1,藏区 一盘棋 处处 是 风景 从 一滴水 到 一条 河 从 一株 草到 一棵树 从 一块 石头 到 一座 山 从 一座 建筑 到 一个 人 都 是 全域 旅游 的 资源 无论 甘孜 还是 阿坝 都 营造 了 全民 重旅 的 氛围 喊响 了 人人 都 是 旅游 的 服务者 经营者 管理者 参与者 的 口号
473,一个旅游点致富一个村，一个旅游区带富一个乡。截至目前，四川省政府指导和支持藏区创建乡村旅游示范县、乡（镇）、村110个，占到全省的14%；建成汶川水磨、茂县坪头、理县桃坪等一批精品旅游村寨，发展藏家乐、牧家乐3600多家，带动农牧民就业13万人。,1,一个 旅游点 致富 一个 村 一个 旅游区 带富 一个 乡 截至 目前 四川省政府 指导 和 支持 藏区 创建 乡村 旅游 示范县 乡镇 村 NUM 个 占 到 全省 的 NUM 建成 汶川 水磨 茂县 坪 头 理县 桃坪 等 一批 精品 旅游 村寨 发展 藏家 乐牧 家乐 NUM 多家 带动 农牧民 就业 NUM 万人
474,4年前，甘孜雅江还是一个交通不便、基础设施落后的小县，众多好山好水“藏在深闺人未识”。如今，吉仁湖、高尔寺、康巴汉子村、白狼古羌国遗址，优美的自然风光和厚重的地域文化带活了一方经济。去年以来，该县已形成以“农家乐”“藏家乐”“帐篷村”“农家乐+农业+农户”为主的多种经营模式。2015年，全县接待游客11.1万人次，实现旅游综合收入5300万元，较2010年分别增长141.3%和145.6%。,1,NUM 年前 甘孜 雅江 还是 一个 交通不便 基础设施 落后 的 小县 众多 好山好水 藏 在 深闺 人未识 如今 吉仁湖 高尔寺 康巴汉子 村白 狼 古羌国 遗址 优美 的 自然风光 和 厚重 的 地域 文化 带活 了 一方 经济 去年 以来 该县 已 形成 以 农家乐 藏家 乐 帐篷 村 农家乐 农业 农户 为主 的 多种经营 模式 NUM 年 全县 接待 游客 NUM 万人次 实现 旅游 综合 收入 NUM 万元 较 NUM 年 分别 增长 NUM 和 NUM
475,截至2016年10月，四川藏区实现旅游总收入422.08亿元，同比增长17.4%，接待游客4774.96万人次，同比增长16.3%。旅游业成为促进藏区快速发展的支柱产业。,1,截至 NUM 年 NUM 月 四川 藏区 实现 旅游 总收入 NUM 亿元 同比 增长 NUM 接待 游客 NUM 万人次 同比 增长 NUM 旅游业 成为 促进 藏区 快速 发展 的 支柱产业
476,中俄红色旅游推介会现场。,1,中 俄 红色旅游 推介会 现场
477,新华网长沙11月16日电（郭香玉）据国家旅游局最新数据显示，今年以来，俄罗斯旅华人数扭转了自2012年以来连年下降的局面，前三季度增长25%，有望进入新的增长期。,1,新华网 长沙 NUM 月 NUM 日电 郭香玉据 国家旅游局 最新 数据 显示 今年以来 俄罗斯 旅华 人数 扭转 了 自 NUM 年 以来 连年 下降 的 局面 前 三季度 增长 NUM 有望 进入 新 的 增长期
478,14日在湖南长沙举办的中俄红色旅游推介会上，国家旅游局旅游促进与国际合作司副司长封立涛表示，中俄旅游合作机制多、领域广、内容实，已成为中国发展与其他国家旅游合作的典范。近年来，随着中俄两国关系的不断发展，旅游成为两国各界广泛关注的合作领域。中俄山水相连，互为重要客源国和旅游目的地，并把对方视为优先合作对象。,1,NUM 日 在 湖南 长沙 举办 的 中 俄 红色旅游 推介会 上 国家旅游局 旅游 促进 与 国际 合作 司 副司长 封立 涛 表示 中 俄 旅游 合作 机制 多 领域 广 内容 实已 成为 中国 发展 与 其他 国家 旅游 合作 的 典范 近年来 随着 中 俄 两国关系 的 不断 发展 旅游 成为 两 国 各界 广泛 关注 的 合作 领域 中 俄 山水相连 互为 重要 客源国 和 旅游 目的地 并 把 对方 视为 优先 合作 对象
479,"“国之交在于民相亲，民相亲在于心相近”。湖南旅游局局长陈献春说，中俄红色旅游合作交流系列活动得到了中俄两国政府的高度重视和大力推动，已成为两国人文和经贸合作的重要组成部分，是推进中俄红色旅游合作交流的高端平台。湖南是旅游资源大省,红色旅游资源丰富，全省红色旅游景点140个。湖南将推出丰富多彩的系列旅游活动，开展各种形式的旅游合作，进一步传承发扬中俄传统友谊，拓展中俄红色旅游合作新空间，加强客源互送，实现合作共赢。",1,国之交 在于 民 相亲 民 相亲 在于 心 相近 湖南 旅游局 局长 陈献春 说 中 俄 红色旅游 合作 交流 系列 活动 得到 了 中 俄 两国政府 的 高度重视 和 大力 推动 已 成为 两 国 人文 和 经贸合作 的 重要 组成部分 是 推进 中 俄 红色旅游 合作 交流 的 高端 平台 湖南 是 旅游 资源 大省 红色旅游 资源 丰富 全省 红色 旅游景点 NUM 个 湖南 将 推出 丰富多彩 的 系列 旅游 活动 开展 各种 形式 的 旅游 合作 进一步 传承 发扬 中 俄 传统友谊 拓展 中 俄 红色旅游 合作 新 空间 加强 客源 互送 实现 合作 共赢
480,南开大学旅游与服务学院院长白长虹说，红色旅游在拓展国际旅游市场、展示国家文化软实力、提升国家形象等方面正在发挥着日益重要的作用。中俄两国此次共同开创了红色旅游国际化发展的新篇章，具有十分深远的意义。,1,南开大学 旅游 与 服务 学院 院长 白 长虹 说 红色旅游 在 拓展 国际 旅游 市场 展示 国家 文化 软 实力 提升 国家 形象 等 方面 正在 发挥 着 日益 重要 的 作用 中 俄 两国 此次 共同 开创 了 红色旅游 国际化 发展 的 新篇章 具有 十分 深远 的 意义
481,“中国公民到俄罗斯旅游的人数已连续三年超过一百万人次，稳居俄罗斯入境游客人数首位。与此同时，每年有近两百万的俄罗斯游客来中国旅游。”俄罗斯旅游署代表认为，两国旅游合作交流潜力无限，可以从最初的观光开始，深入探究文化、民族传统、风俗习惯，认识风景名胜，了解双方国家的发展历史。,1,中国 公民 到 俄罗斯 旅游 的 人数 已 连续 三年 超过 一 百万人次 稳居 俄罗斯 入境 游客 人数 首位 与此同时 每年 有近 两百万 的 俄罗斯 游客 来 中国 旅游 俄罗斯 旅游 署 代表 认为 两 国 旅游 合作 交流 潜力 无限 可以 从 最初 的 观光 开始 深入 探究 文化 民族 传统 风俗习惯 认识 风景名胜 了解 双方 国家 的 发展 历史
482,湖南省旅游推介代表向中俄两国的宾客推介了8条最具湖南特色的精品旅游路线。湖南省旅游局副局长高扬先说，通过这8条精品游路线，希望中外游客可以体会到湖南的“四面”魅力。游客既可以在张家界看石英砂林的大自然奇景；又可以去橘子洲体验一番“看万山红遍，层林尽染”的伟人心境；还可以来湘西吃土菜、游苗寨，体验一番当地的风土人情；更可以来长沙品一品“闻着臭吃着香”的臭豆腐和“咬一口甜到心头”的糖油粑粑。,1,湖南省 旅游 推介 代表 向 中 俄 两国 的 宾客 推介 了 NUM 条 最具 湖南 特色 的 精品 旅游 路线 湖南省 旅游局 副局长 高扬 先说 通过 这 NUM 条 精品 游 路线 希望 中外 游客 可以 体会 到 湖南 的 四面 魅力 游客 既 可以 在 张家界 看 石英砂 林 的 大自然 奇景 又 可以 去 橘子洲 体验 一番 看 万山红 遍 层林尽染 的 伟人 心境 还 可以 来 湘西 吃 土菜 游苗寨 体验 一番 当地 的 风土人情 更 可以 来 长沙 品 一品 闻 着 臭 吃 着 香 的 臭豆腐 和 咬一口 甜到 心头 的 糖 油 粑 粑
483,据了解，参加推介会的还有中国国家旅游局驻莫斯科办事处主任赵洪青、民政部优抚安置局副局长李桂广、全国红色旅游工作协调小组办公室副巡视员王树茂等。,1,据 了解 参加 推介会 的 还有 中国国家旅游局 驻 莫斯科 办事处 主任 赵洪青 民政部 优抚 安置 局 副局长 李桂广 全国 红色旅游 工作 协调 小组 办公室 副 巡视员 王树茂 等
484,（原标题：三季度大陆赴台游客削减近3成，预计全年比去年减少90万人）,1,原 标题 三季度 大陆 赴 台 游客 削减 近 NUM 成 预计 全年 比 去年 减少 NUM 万人
485,台湾统计部门10月28日公布的数据显示，三季度大陆赴台游客人数同比大幅下降28.4%。受此影响，台湾多个旅游相关行业经营惨淡。,0,台湾 统计 部门 NUM 月 NUM 日 公布 的 数据 显示 三季度 大陆 赴 台 游客 人数 同比 大幅 下降 NUM 受此 影响 台湾 多个 旅游 相关 行业 经营 惨淡
486,台湾观光部门此前公布的9月统计数字显示，大陆来台游客相比去年同期减少37.79%，预计全年大陆游客将比去年减少90万人次。,0,台湾 观光 部门 此前 公布 的 NUM 月 统计数字 显示 大陆 来台 游客 相比 去年同期 减少 NUM 预计 全年 大陆 游客 将 比 去年 减少 NUM 万人次
487,大陆游客锐减导致台湾旅游业不振，其中，游览车行业更是叫苦不迭。据台湾媒体报道，游览车业者27日向台湾行政管理机构负责人抱怨，已有游览车公司缴不出贷款，超过百辆游览车被贷款方押走。此外，以前游览车一天的租金最高可叫价8500元(新台币，下同)，如今降价到6000元，景气明显变差。,0,大陆 游客 锐减 导致 台湾 旅游业 不振 其中 游览车 行业 更是 叫苦不迭 据 台湾 媒体报道 游览车 业者 NUM 日向 台湾 行政 管理机构 负责人 抱怨 已有 游览车 公司 缴不出 贷款 超过 百辆 游览车 被 贷款 方押 走 此外 以前 游览车 一天 的 租金 最高 可 叫价 NUM 元 新台币 下同 如今 降价 到 NUM 元 景气 明显 变差
488,台湾业者指出，由于民进党当局不承认“九二共识”，两岸关系不明朗，原本就减少的来台陆客人数，在大陆游客团“火烧车”事件后，更受冲击。,0,台湾 业者 指出 由于 民进党 当局 不 承认 九二 共识 两岸关系 不明朗 原本 就 减少 的 来 台 陆客 人数 在 大陆 游客 团 火烧 车 事件 后 更 受 冲击
489,游览车业主呼吁民进党当局尽快找出解决方案，特别是针对“九二共识”问题，尽早化解僵局。,0,游览车 业主 呼吁 民进党 当局 尽快 找出 解决方案 特别 是 针对 九二 共识 问题 尽早 化解 僵局
490,台统计部门日前估算，若今年赴台观光的大陆游客人数少一成，将使得服务输出减少178亿元，推算将使今年台湾经济增长率下降0.1%。,0,台 统计 部门 日前 估算 若 今年 赴 台 观光 的 大陆 游客 人数 少一成 将 使得 服务 输出 减少 NUM 亿元 推算 将 使 今年 台湾 经济 增长率 下降 NUM
491,今年的清明假期期间，因“河北雄安新区”的消息，被誉为“华北明珠”的河北省白洋淀景区吸引了众多游客前来观光旅游。,1,今年 的 清明 假期 期间 因 河北 雄安 新区 的 消息 被誉为 华北 明珠 的 河北省 白洋淀 景区 吸引 了 众多 游客 前来 观光旅游
492,4月1日，雄安新区的消息倏然而来，如一夜春风，掠起白洋淀本来平静的波澜。,1,NUM 月 NUM 日雄安 新区 的 消息 倏然 而来 如 一夜 春风 掠起 白洋淀 本来 平静 的 波澜
493,随后的躁动如期而至。这个清明小长假，白洋淀景区三天里共接待游客约1.8万人次，同比增长约2.5倍。,1,随后 的 躁动 如期而至 这个 清明 小 长假 白洋淀 景区 三天 里 共 接待 游客 约 NUM 万人次 同比 增长 约 NUM 倍
494,白洋淀火了，可当地渔民却有些忐忑。,1,白洋淀 火 了 可 当地 渔民 却 有些 忐忑
495,“华北之肾”的蓝图与现实,1,华北 之 肾 的 蓝图 与 现实
496,“这里的水却是镜一样平，蓝天一般清，拉长的水草在水底轻轻地浮动”“夜晚……天空的星星也像浸在水里，而且要滴落下来的样子。”,1,这里 的 水 却是 镜 一样 平 蓝天 一般 清 拉长 的 水草 在 水底 轻轻地 浮动 夜晚 天空 的 星星 也 像 浸 在 水里 而且 要 滴落 下来 的 样子
